sample_id	contig_id	gene_id	start	end	strand	gene	product	functional_label	tool	source_file
SRR11038083	contig_147	HJHHLH_0360	1687	1995	+	HJHHLH_0360	Uncultured bacterium extrachromosomal DNA RGF00026	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_147	HJHHLH_0361	2476	3858		HJHHLH_0361	Uncultured bacterium extrachromosomal DNA RGF00026	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_147	HJHHLH_0362	3852	4343		HJHHLH_0362	Uncultured bacterium extrachromosomal DNA RGF00026	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_147	HJHHLH_0363	4361	5002		HJHHLH_0363	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_148	contig_148	1	5772	+	contig_148	contig_148	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_148	HJHHLH_0364	171	1223		HJHHLH_0364	DUF3626 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_148	HJHHLH_0365	1511	1618		HJHHLH_0365	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_148	mbeA	1596	3161		mbeA	plasmid mobilization relaxase MbeA	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_148	HJHHLH_0367	3151	3507		HJHHLH_0367	Mobilization protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_148	HJHHLH_0368	3539	3730	+	HJHHLH_0368	RNAI modulator protein Rop	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_148	HJHHLH_0369	3753	3998		HJHHLH_0369	6-9 kd ORF	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_148	HJHHLHJKEC_437	3824	3906	?	HJHHLHJKEC_437	origin of transfer	oriT	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_148	RNAI	4624	4724	+	RNAI	RNAI	ncRNA	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_148	eamA	4934	5740		eamA	EamA domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_149	contig_149	1	3314	+	contig_149	contig_149	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_149	HJHHLH_0372	244	423	+	HJHHLH_0372	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_149	HJHHLH_0373	761	2041	+	HJHHLH_0373	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_149	HJHHLH_0374	2141	2293		HJHHLH_0374	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_149	HJHHLH_0375	2298	2912		HJHHLH_0375	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_150	contig_150	1	2228	+	contig_150	contig_150	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_150	HJHHLH_0376	129	347		HJHHLH_0376	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_150	HJHHLH_0377	552	1118		HJHHLH_0377	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_150	HJHHLH_0378	1072	2004		HJHHLH_0378	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_151	contig_151	1	4336	+	contig_151	contig_151	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_151	HJHHLH_0379	71	295		HJHHLH_0379	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_151	HJHHLH_0380	375	1340		HJHHLH_0380	Replication protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_151	HJHHLH_0381	2485	2688	+	HJHHLH_0381	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_151	HJHHLH_0382	2656	2850		HJHHLH_0382	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_151	HJHHLH_0383	2850	3926		HJHHLH_0383	Type IV secretion system protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_151	eexN	3928	4206		eexN	EexN family lipoprotein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	contig_152	1	8594	+	contig_152	contig_152	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	HJHHLH_0385	472	807	+	HJHHLH_0385	Mutator family transposase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	tnp	847	1137		tnp	IS3 family ISPye42 transposase ORF A	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	HJHHLH_0387	1112	1285		HJHHLH_0387	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	HJHHLH_0388	1656	2498	+	HJHHLH_0388	Glycosyltransferase family 2 protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	HJHHLH_0389	2498	3277	+	HJHHLH_0389	Sulfotransferase family protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	HJHHLH_0390	3663	3935	+	HJHHLH_0390	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	HJHHLH_0391	4535	4885	+	HJHHLH_0391	transposase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	HJHHLH_0392	4873	5010	+	HJHHLH_0392	Transposase DDE domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	HJHHLH_0393	5686	7242	+	HJHHLH_0393	protein rep	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	HJHHLH_0394	7239	8333	+	HJHHLH_0394	Tyr recombinase domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_152	HJHHLH_0395	8286	8507		HJHHLH_0395	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_153	contig_153	1	2047	+	contig_153	contig_153	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_153	HJHHLH_0396	9	341	+	HJHHLH_0396	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_153	HJHHLH_0397	395	712	+	HJHHLH_0397	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_153	HJHHLH_0398	857	1855	+	HJHHLH_0398	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	contig_154	1	7180	+	contig_154	contig_154	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	HJHHLH_0399	15	314		HJHHLH_0399	Type II toxin-antitoxin system antitoxin%2C RelB/DinJ family	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	HJHHLH_0400	596	958	+	HJHHLH_0400	Bacterial mobilisation domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	HJHHLH_0401	958	2472	+	HJHHLH_0401	relaxase/mobilization nuclease domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	HJHHLH_0402	2667	2999	+	HJHHLH_0402	Transcriptional regulator	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	arsB	3016	4092	+	arsB	ACR3 family arsenite efflux transporter	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	arsC	4089	4505	+	arsC	arsenate reductase (glutaredoxin)	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	arsH	4498	5214	+	arsH	arsenical resistance protein ArsH	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	HJHHLH_0406	5276	5671		HJHHLH_0406	Helix-turn-helix domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	HJHHLH_0407	5749	6483		HJHHLH_0407	HTH marR-type domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_154	HJHHLH_0408	6792	7067		HJHHLH_0408	Addiction module antitoxin	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_155	contig_155	1	3094	+	contig_155	contig_155	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_155	HJHHLH_0409	342	797		HJHHLH_0409	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_155	mobV	1035	2015	+	mobV	MobV family relaxase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_155	HJHHLH_0411	2261	2461		HJHHLH_0411	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_155	HJHHLH_0412	2464	3084		HJHHLH_0412	helix-turn-helix domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	contig_156	1	6373	+	contig_156	contig_156	region	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	HJHHLH_0413	19	1077	+	HJHHLH_0413	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	lspA	1079	1558		lspA	signal peptidase II	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	HJHHLH_0415	1555	2424		HJHHLH_0415	Cation transporter	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	zntR	2493	2933	+	zntR	HTH-type transcriptional regulator ZntR	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	HJHHLH_0417	2956	3351		HJHHLH_0417	Recombinase	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	HJHHLH_0418	3429	4163		HJHHLH_0418	winged helix DNA-binding protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	HJHHLH_0419	4470	4877		HJHHLH_0419	DUF2442 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	HJHHLH_0420	4864	5112		HJHHLH_0420	DUF4160 domain-containing protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	HJHHLH_0421	5149	5406	+	HJHHLH_0421	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	mobC	5406	5768	+	mobC	Plasmid mobilization relaxosome protein MobC	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	contig_156	HJHHLH_0423	5926	6363	+	HJHHLH_0423	hypothetical protein	CDS	bakta	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/08_annotation/SRR11038083/final.contigs_plasmid.gff3
SRR11038083	k141_1082 flag=3 multi=491.2337 len=2242	Col(BS512)	1479..1711			Col(BS512)	plasmid replicon	replicon	plasmidfinder	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/06_plasmid_typing/SRR11038083/results_tab.tsv
SRR11038083	k141_967 flag=1 multi=338.0000 len=2017	Col(MG828)	1644..1846			Col(MG828)	plasmid replicon	replicon	plasmidfinder	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/06_plasmid_typing/SRR11038083/results_tab.tsv
SRR11038083	k141_1053 flag=3 multi=286.1570 len=1963	Col(MG828)	1262..1514			Col(MG828)	plasmid replicon	replicon	plasmidfinder	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/06_plasmid_typing/SRR11038083/results_tab.tsv
SRR11038083	k141_241 flag=1 multi=137.1930 len=1680	Col(MG828)	70..331			Col(MG828)	plasmid replicon	replicon	plasmidfinder	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/06_plasmid_typing/SRR11038083/results_tab.tsv
SRR11038083	k141_775 flag=1 multi=120.0000 len=6157	Col(pHAD28)	413..543			Col(pHAD28)	plasmid replicon	replicon	plasmidfinder	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/06_plasmid_typing/SRR11038083/results_tab.tsv
SRR11038083	k141_880 flag=1 multi=11.0000 len=5285	Col156	540..693			Col156	plasmid replicon	replicon	plasmidfinder	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/06_plasmid_typing/SRR11038083/results_tab.tsv
SRR11038083	k141_368 flag=1 multi=577.6337 len=6695	ColpVC	2875..3067			ColpVC	plasmid replicon	replicon	plasmidfinder	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/06_plasmid_typing/SRR11038083/results_tab.tsv
SRR11038083	k141_368 flag=1 multi=577.6337 len=6695	ColpVC	892..1084			ColpVC	plasmid replicon	replicon	plasmidfinder	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/06_plasmid_typing/SRR11038083/results_tab.tsv
SRR11038083	k141_524 flag=3 multi=10090.1272 len=2893	repUS2	1410..2089			repUS2	plasmid replicon	replicon	plasmidfinder	/root/autodl-tmp/abi-real-data/results/metagenomic_plasmid_srr11038083_codex_20260810_12vcpu_62gb/06_plasmid_typing/SRR11038083/results_tab.tsv
